;;;;;;;;;
Informações de Saúde;;;;;;;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;;;;;;;
Ajuda;;;;;;;;;
Notas Técnicas;;;;;;;;;
DATASUS;;;;;;;;;
Instalações sanitárias - Brasil;;;;;;;;;
Moradores por Instalações sanitárias segundo Município;;;;;;;;;
Período: 2010;;;;;;;;;
Município;Rede geral de esgoto ou pluvial;Fossa séptica;Fossa rudimendar;Vala;Rio, lago ou mar;Outro escoadouro;Não tem instalação sanitária;Total;
Fonte: IBGE - Censos Demográficos de 1991, 2000 e 2010;;;;;;;;;
Consulte o site da Secretaria Estadual de Saúde para mais informações.;;;;;;;;;
;;;;;;;;;
241430 TIMBAUBA DOS BATISTAS;963;1.264;40;-;-;7;14;2.288;
241440 TOUROS;2.963;2.972;22.797;660;131;544;942;31.009;
241445 TRIUNFO POTIGUAR;32;12;2.324;21;-;306;657;3.352;
241450 UMARIZAL;15;483;9.799;17;5;82;225;10.626;
241460 UPANEMA;76;96;10.789;1.297;17;230;461;12.966;
241470 VARZEA;693;1;4.066;313;25;23;109;5.230;
241475 VENHA-VER;88;50;3.223;-;-;91;365;3.817;
241480 VERA CRUZ;228;133;9.418;601;-;251;8;10.639;
241490 VICOSA;1.174;14;411;5;-;4;10;1.618;
241500 VILA FLOR;18;30;2.735;5;4;7;62;2.861;
250010 AGUA BRANCA;2.088;112;4.496;221;19;110;2.395;9.441;
250020 AGUIAR;894;87;1.192;816;306;16;2.214;5.525;
250030 ALAGOA GRANDE;12.364;1.673;10.732;1.142;1.193;265;1.068;28.437;
250040 ALAGOA NOVA;6.222;1.267;7.237;2.665;32;970;1.279;19.672;
250050 ALAGOINHA;568;664;8.619;2.766;-;93;807;13.517;
250053 ALCANTIL;230;15;3.703;217;13;263;794;5.235;
250057 ALGODAO DE JANDAIRA;331;746;690;84;-;108;400;2.359;
250060 ALHANDRA;403;1.258;15.362;137;7;457;298;17.922;
250070 SAO JOAO DO RIO DO PEIXE;5.258;577;6.821;1.730;349;851;2.545;18.131;
250073 AMPARO;209;-;1.387;142;11;109;230;2.088;
250077 APARECIDA;285;70;4.835;1.051;117;184;1.123;7.665;
250080 ARACAGI;1.714;417;12.997;626;117;474;840;17.185;
250090 ARARA;6.131;96;4.168;613;641;210;760;12.619;
250100 ARARUNA;7.040;856;7.981;334;5;135;2.460;18.811;
250110 AREIA;7.922;2.025;9.655;1.165;118;615;2.244;23.744;
250115 AREIA DE BARAUNAS;786;23;171;356;10;-;580;1.926;
250120 AREIAL;3.296;389;2.564;5;5;123;54;6.436;
250130 AROEIRAS;3.969;505;7.985;2.734;119;1.376;2.344;19.032;
250135 ASSUNCAO;1.571;69;1.523;147;-;78;125;3.513;
250140 BAIA DA TRAICAO;65;856;6.680;92;3;92;200;7.988;
250150 BANANEIRAS;1.782;4.013;11.779;1.304;66;1.901;935;21.780;
250153 BARAUNA;1.265;439;2.148;93;-;93;182;4.220;
250157 BARRA DE SANTANA;357;13;4.197;1.298;75;377;1.867;8.184;
250160 BARRA DE SANTA ROSA;6.827;410;3.819;680;236;643;1.512;14.127;
250170 BARRA DE SAO MIGUEL;325;355;3.540;592;5;83;702;5.602;
250180 BAYEUX;17.170;28.493;39.354;4.636;8.737;748;419;99.557;
250190 BELEM;12.942;904;1.540;593;570;256;217;17.022;
250200 BELEM DO BREJO DO CRUZ;3.060;892;1.354;435;24;247;1.109;7.121;
250205 BERNARDINO BATISTA;1;26;2.264;64;-;128;574;3.057;
250210 BOA VENTURA;204;338;3.540;468;20;194;978;5.742;
250215 BOA VISTA;473;405;4.474;282;9;255;301;6.199;
250220 BOM JESUS;15;9;1.837;45;-;129;364;2.399;
250230 BOM SUCESSO;995;14;1.965;1.024;9;33;988;5.028;
250240 BONITO DE SANTA FE;4.660;29;3.290;250;94;87;2.363;10.773;
250250 BOQUEIRAO;8.331;93;4.811;1.558;772;348;941;16.854;
250260 IGARACY;1.692;266;2.775;217;7;34;1.143;6.134;
250270 BORBOREMA;2.514;719;755;587;243;176;90;5.084;
250280 BREJO DO CRUZ;8.085;396;1.552;722;-;624;1.725;13.104;
250290 BREJO DOS SANTOS;514;61;4.588;176;8;59;774;6.180;
250300 CAAPORA;949;2.437;15.628;368;2;479;428;20.291;
250310 CABACEIRAS;1.297;13;2.826;207;12;380;282;5.017;
250320 CABEDELO;7.487;21.497;24.442;221;2.353;570;457;57.027;
250330 CACHOEIRA DOS INDIOS;903;1.353;5.530;228;2;242;1.268;9.526;
250340 CACIMBA DE AREIA;1.278;200;1.170;54;273;337;236;3.548;
250350 CACIMBA DE DENTRO;1.801;389;12.457;442;125;364;1.095;16.673;
250355 CACIMBAS;1.453;623;2.099;74;-;107;2.455;6.811;
250360 CAICARA;3.619;124;2.949;112;27;213;165;7.209;
250370 CAJAZEIRAS;26.874;4.885;20.190;1.209;244;708;3.943;58.053;
250375 CAJAZEIRINHAS;259;630;899;80;-;142;1.012;3.022;
250380 CALDAS BRANDAO;262;52;4.934;75;6;174;127;5.630;
250390 CAMALAU;993;30;2.737;581;-;104;1.287;5.732;
250400 CAMPINA GRANDE;299.745;21.772;32.352;14.949;4.310;7.176;2.351;382.655;
250403 CAPIM;295;24;4.975;81;-;87;139;5.601;
250407 CARAUBAS;444;962;933;309;4;170;1.059;3.881;
250410 CARRAPATEIRA;378;26;1.565;1;-;1;401;2.372;
250415 CASSERENGUE;2.050;92;2.150;630;-;171;1.960;7.053;
250420 CATINGUEIRA;839;13;3.086;-;7;180;680;4.805;
250430 CATOLE DO ROCHA;10.540;200;13.944;1.073;36;485;2.337;28.615;
250435 CATURITE;841;51;2.345;787;8;166;341;4.539;
250440 CONCEICAO;3.224;916;9.137;355;29;686;3.892;18.239;
250450 CONDADO;2.288;86;2.421;787;3;185;753;6.523;
250460 CONDE;147;3.405;15.853;504;14;570;785;21.278;
250470 CONGO;1.629;573;1.261;390;16;99;717;4.685;
250480 COREMAS;7.381;357;3.663;842;282;442;2.119;15.086;
250485 COXIXOLA;559;-;476;300;68;107;260;1.770;
250490 CRUZ DO ESPIRITO SANTO;2.453;1.102;10.338;256;16;759;1.277;16.201;
250500 CUBATI;1.402;103;4.125;86;164;325;650;6.855;
250510 CUITE;2.377;603;14.625;592;172;474;1.056;19.899;
250520 CUITEGI;241;54;5.008;1.149;175;82;154;6.863;
250523 CUITE DE MAMANGUAPE;18;115;4.582;266;53;349;815;6.198;
250527 CURRAL DE CIMA;20;168;4.072;132;4;406;404;5.206;
250530 CURRAL VELHO;320;491;799;132;-;29;715;2.486;
250535 DAMIAO;8;62;4.110;170;11;352;186;4.899;
250540 DESTERRO;2.903;48;3.630;294;44;214;839;7.972;
250550 VISTA SERRANA;625;601;1.135;138;29;174;791;3.493;
250560 DIAMANTE;960;585;2.897;76;4;380;1.714;6.616;
250570 DONA INES;1.011;940;6.112;229;138;400;1.650;10.480;
250580 DUAS ESTRADAS;750;157;2.362;203;3;31;124;3.630;
250590 EMAS;1.521;347;765;238;-;24;380;3.275;
250600 ESPERANCA;16.755;2.660;8.744;1.183;10;399;1.231;30.982;
250610 FAGUNDES;1.038;196;6.988;1.141;54;729;1.249;11.395;
250620 FREI MARTINHO;1.841;11;749;208;5;36;73;2.923;
250625 GADO BRAVO;111;30;3.014;1.899;26;594;2.689;8.363;
250630 GUARABIRA;32.586;5.229;13.703;2.099;686;402;255;54.960;
250640 GURINHEM;508;546;11.267;181;211;423;702;13.838;
250650 GURJAO;733;614;1.599;30;-;9;165;3.150;
250660 IBIARA;275;8;3.970;365;1;47;1.343;6.009;
250670 IMACULADA;2.602;29;3.766;1.006;37;675;3.225;11.340;
250680 INGA;761;165;14.367;978;146;524;1.175;18.116;
250690 ITABAIANA;6.714;1.738;11.963;1.490;1.001;975;566;24.447;
250700 ITAPORANGA;13.006;2.055;4.136;335;32;497;3.047;23.108;
250710 ITAPOROROCA;1.627;51;13.507;577;42;377;801;16.982;
250720 ITATUBA;2.019;92;6.669;573;81;154;598;10.186;
250730 JACARAU;513;751;11.214;114;110;270;896;13.868;
250740 JERICO;2.649;476;2.171;676;96;347;1.103;7.518;
250750 JOAO PESSOA;395.433;108.858;185.926;4.038;15.652;2.147;1.816;713.870;
250760 JUAREZ TAVORA;653;96;5.631;629;66;117;262;7.454;
250770 JUAZEIRINHO;7.636;2.002;3.262;702;68;852;2.205;16.727;
250780 JUNCO DO SERIDO;3.868;346;1.364;81;-;108;873;6.640;
250790 JURIPIRANGA;608;143;8.303;586;73;365;144;10.222;
250800 JURU;1.213;1.118;4.624;294;512;212;1.848;9.821;
250810 LAGOA;763;29;1.966;174;-;373;1.376;4.681;
250820 LAGOA DE DENTRO;606;857;5.454;28;4;113;295;7.357;
250830 LAGOA SECA;6.507;7.016;9.456;1.265;64;522;1.014;25.844;
250840 LASTRO;366;16;1.053;182;14;295;878;2.804;
250850 LIVRAMENTO;891;1.720;3.214;81;-;202;1.029;7.137;
250855 LOGRADOURO;1.353;48;2.321;33;10;45;125;3.935;
250860 LUCENA;102;3.360;7.506;296;47;187;169;11.667;
250870 MAE D'AGUA;1.617;-;1.080;387;-;10;905;3.999;
250880 MALTA;4.077;108;708;290;-;64;328;5.575;
250890 MAMANGUAPE;1.280;2.198;35.314;913;381;803;1.265;42.154;
250900 MANAIRA;1.366;47;5.467;360;-;582;2.928;10.750;
250905 MARCACAO;12;1.750;4.955;85;-;307;488;7.597;
250910 MARI;82;261;20.207;138;60;62;317;21.127;
250915 MARIZOPOLIS;888;133;4.348;55;-;325;424;6.173;
250920 MASSARANDUBA;1.732;2.152;6.577;1.152;7;323;948;12.891;
250930 MATARACA;203;97;6.643;36;-;178;207;7.364;
250933 MATINHAS;427;76;2.882;253;-;22;659;4.319;
250937 MATO GROSSO;789;703;326;77;-;163;641;2.699;
250939 MATUREIA;1.216;29;3.772;124;-;78;708;5.927;
250940 MOGEIRO;44;682;9.773;351;62;675;896;12.483;
250950 MONTADAS;1.705;109;2.961;23;1;66;100;4.965;
250960 MONTE HOREBE;2.186;14;841;215;23;206;1.012;4.497;
250970 MONTEIRO;16.471;758;7.500;1.197;27;972;3.814;30.739;
250980 MULUNGU;288;319;7.608;259;7;403;572;9.456;
250990 NATUBA;631;1.030;4.919;1.672;241;647;1.422;10.562;
251000 NAZAREZINHO;1.181;169;3.248;132;18;433;2.092;7.273;
251010 NOVA FLORESTA;53;179;9.914;183;3;69;100;10.501;
251020 NOVA OLINDA;1.051;458;3.352;172;4;316;703;6.056;
251030 NOVA PALMEIRA;2.505;155;1.025;235;2;86;347;4.355;
251040 OLHO D'AGUA;2.347;462;1.482;185;10;395;2.021;6.902;
251050 OLIVEDOS;1.286;246;1.587;154;5;165;176;3.619;
251060 OURO VELHO;47;19;2.598;109;-;16;135;2.924;
251065 PARARI;131;546;220;28;-;163;168;1.256;
251070 PASSAGEM;1.208;41;416;237;91;222;15;2.230;
251080 PATOS;83.395;2.171;5.653;3.756;2.496;1.324;1.256;100.051;
251090 PAULISTA;2.778;1.161;3.418;1.023;12;980;2.348;11.720;
251100 PEDRA BRANCA;1.099;1.360;344;56;-;202;656;3.717;
251110 PEDRA LAVRADA;2.761;171;2.857;265;56;136;1.193;7.439;
251120 PEDRAS DE FOGO;1.997;5.266;17.195;504;12;612;1.376;26.962;
251130 PIANCO;6.276;1.090;4.057;1.066;164;1.033;1.705;15.391;
251140 PICUI;10.535;509;4.013;1.098;364;557;1.108;18.184;
251150 PILAR;1.073;797;8.304;386;48;104;473;11.185;
251160 PILOES;485;176;4.785;315;76;358;745;6.940;
251170 PILOEZINHOS;747;1.212;1.094;50;1.122;394;510;5.129;
251180 PIRPIRITUBA;4.773;167;3.902;812;61;140;464;10.319;
251190 PITIMBU;165;2.719;12.392;411;44;379;805;16.915;
251200 POCINHOS;4.791;1.580;7.908;1.465;11;384;868;17.007;
251203 POCO DANTAS;502;10;2.165;139;9;59;863;3.747;
251207 POCO DE JOSE DE MOURA;1.334;24;1.590;345;2;213;467;3.975;
251210 POMBAL;17.385;2.060;7.598;1.288;235;420;3.002;31.988;
251220 PRATA;8;45;3.356;76;-;229;112;3.826;
251230 PRINCESA ISABEL;11.329;774;5.975;296;147;310;2.359;21.190;
251240 PUXINANA;1.168;8.651;2.528;249;14;226;69;12.905;
251250 QUEIMADAS;14.032;5.052;16.250;3.250;212;1.194;1.021;41.011;
251260 QUIXABA;520;56;774;160;6;6;149;1.671;
251270 REMIGIO;8.970;213;4.579;1.545;763;239;1.208;17.517;
251272 PEDRO REGIS;72;26;5.155;85;-;77;349;5.764;
251274 RIACHAO;658;139;2.209;141;10;28;81;3.266;
251275 RIACHAO DO BACAMARTE;15;848;2.581;332;82;211;191;4.260;
251276 RIACHAO DO POCO;-;804;3.204;55;-;24;75;4.162;
251278 RIACHO DE SANTO ANTONIO;652;2;598;234;-;23;204;1.713;
251280 RIACHO DOS CAVALOS;2.863;1.413;1.783;1.341;7;115;788;8.310;
251290 RIO TINTO;2.642;3.458;13.903;943;10;998;971;22.925;
251300 SALGADINHO;529;25;1.785;257;3;51;848;3.498;
251310 SALGADO DE SAO FELIX;64;333;9.075;1.320;51;322;723;11.888;
251315 SANTA CECILIA;321;44;3.504;802;2;268;1.700;6.641;
251320 SANTA CRUZ;1.743;11;3.298;859;4;55;467;6.437;
251330 SANTA HELENA;1.154;54;3.143;390;6;50;566;5.363;
251335 SANTA INES;25;140;1.470;293;4;124;1.469;3.525;
251340 SANTA LUZIA;12.004;523;1.439;225;48;222;197;14.658;
251350 SANTANA DE MANGUEIRA;254;15;2.365;441;3;107;2.137;5.322;
251360 SANTANA DOS GARROTES;846;100;4.334;377;273;218;1.102;7.250;
251365 JOCA CLAUDINO;17;-;2.115;128;3;42;302;2.607;
251370 SANTA RITA;8.729;16.571;87.157;3.151;946;1.203;2.076;119.833;
251380 SANTA TERESINHA;2.010;2.156;77;59;-;201;76;4.579;
251385 SANTO ANDRE;-;233;1.593;208;-;312;282;2.628;
251390 SAO BENTO;17.342;189;8.229;1.149;71;2.089;1.712;30.781;
251392 SAO BENTINHO;1.548;15;1.757;189;-;74;549;4.132;
251394 SAO DOMINGOS DO CARIRI;798;10;690;666;-;5;249;2.418;
251396 SAO DOMINGOS;698;23;1.045;448;6;53;568;2.841;
251398 SAO FRANCISCO;476;-;1.937;379;20;146;401;3.359;
251400 SAO JOAO DO CARIRI;1.837;587;653;695;64;276;219;4.331;
251410 SAO JOAO DO TIGRE;1.115;7;1.461;55;3;64;1.683;4.388;
251420 SAO JOSE DA LAGOA TAPADA;1.252;196;2.987;585;23;1.136;1.375;7.554;
251430 SAO JOSE DE CAIANA;10;30;2.988;177;-;341;2.437;5.983;
251440 SAO JOSE DE ESPINHARAS;1.217;212;2.398;359;-;99;447;4.732;
251445 SAO JOSE DOS RAMOS;3;258;4.893;99;4;143;108;5.508;
251450 SAO JOSE DE PIRANHAS;8.878;225;3.808;1.536;10;250;4.326;19.033;
251455 SAO JOSE DE PRINCESA;-;40;2.799;33;-;357;978;4.207;
251460 SAO JOSE DO BONFIM;1.018;1.342;48;541;1;82;200;3.232;
251465 SAO JOSE DO BREJO DO CRUZ;146;89;1.050;110;-;3;284;1.682;
251470 SAO JOSE DO SABUGI;2.565;774;431;69;-;68;92;3.999;
251480 SAO JOSE DOS CORDEIROS;1.480;550;576;421;-;40;910;3.977;
251490 SAO MAMEDE;5.555;71;1.617;264;11;135;80;7.733;
251500 SAO MIGUEL DE TAIPU;2.090;84;3.295;219;7;305;670;6.670;
251510 SAO SEBASTIAO DE LAGOA DE ROCA;2.807;549;5.999;794;2;37;835;11.023;
251520 SAO SEBASTIAO DO UMBUZEIRO;1.056;37;1.445;254;40;13;383;3.228;
251530 SAPE;7.297;6.525;33.042;751;145;800;1.397;49.957;
251540 SAO VICENTE DO SERIDO;26;235;6.429;1.103;4;722;1.688;10.207;
251550 SERRA BRANCA;2.262;879;7.971;333;44;339;1.099;12.927;
251560 SERRA DA RAIZ;151;158;2.667;163;-;28;29;3.196;
251570 SERRA GRANDE;927;23;884;172;-;4;964;2.974;
251580 SERRA REDONDA;1.543;532;3.549;1.185;6;90;139;7.044;
251590 SERRARIA;568;1.125;2.225;676;3;904;694;6.195;
251593 SERTAOZINHO;1.791;562;1.895;29;19;24;66;4.386;
251597 SOBRADO;5;107;6.256;365;5;327;291;7.356;
251600 SOLANEA;1.516;3.871;17.424;1.319;31;481;1.938;26.580;
251610 SOLEDADE;7.104;476;4.480;531;116;385;603;13.695;
251615 SOSSEGO;617;301;1.795;209;-;50;196;3.168;
251620 SOUSA;41.319;2.004;9.724;4.652;1.629;1.601;4.367;65.296;
251630 SUME;3.727;138;10.371;262;37;124;1.328;15.987;
251640 TACIMA;968;235;7.943;138;9;443;517;10.253;
251650 TAPEROA;7.778;455;2.415;986;122;629;2.512;14.897;
251660 TAVARES;2.923;643;6.496;1.126;70;787;2.038;14.083;
251670 TEIXEIRA;4.359;143;7.417;484;5;181;1.481;14.070;
251675 TENORIO;11;53;2.200;17;-;169;362;2.812;
251680 TRIUNFO;1.970;85;4.192;652;9;105;2.183;9.196;
251690 UIRAUNA;8.119;217;4.395;555;7;187;1.027;14.507;
251700 UMBUZEIRO;2.697;65;3.031;1.901;25;287;1.270;9.276;
251710 VARZEA;1.695;23;689;12;-;7;76;2.502;
251720 VIEIROPOLIS;77;17;2.519;601;1;469;1.356;5.040;
251740 ZABELE;1.057;4;615;38;-;10;345;2.069;
260005 ABREU E LIMA;31.908;10.111;45.897;3.054;1.505;710;691;93.876;
260010 AFOGADOS DA INGAZEIRA;23.458;1.361;6.345;764;253;616;2.168;34.965;
260020 AFRANIO;2.081;2.158;6.904;796;4;390;5.202;17.535;
260030 AGRESTINA;13.758;1.590;4.319;2.103;85;256;531;22.642;
260040 AGUA PRETA;10.044;3.113;10.570;1.075;1.585;992;5.029;32.408;
260050 AGUAS BELAS;10.196;1.408;15.003;2.301;334;2.103;8.593;39.938;
260060 ALAGOINHA;6.008;577;5.138;653;74;260;1.043;13.753;
260070 ALIANCA;16.415;4.427;13.366;1.732;289;477;669;37.375;
260080 ALTINHO;11.057;617;3.320;1.494;1.110;1.058;3.625;22.281;
260090 AMARAJI;8.806;2.300;5.004;1.080;2.042;117;2.529;21.878;
260100 ANGELIM;4.368;1.211;3.316;492;92;127;587;10.193;
260105 ARACOIABA;889;786;15.405;95;12;366;481;18.034;
260110 ARARIPINA;29.233;5.822;17.328;2.977;261;2.956;18.464;77.041;
260120 ARCOVERDE;55.427;3.288;4.850;1.443;120;1.070;1.806;68.004;
260130 BARRA DE GUABIRABA;8.163;1.342;1.611;746;724;11;169;12.766;
260140 BARREIROS;13.380;4.123;14.008;1.574;2.774;1.437;2.349;39.645;
260150 BELEM DE MARIA;4.485;403;2.911;485;2.134;185;584;11.187;
260160 BELEM DE SAO FRANCISCO;6.969;1.602;3.394;869;13;677;6.619;20.143;
260170 BELO JARDIM;49.935;1.201;10.272;3.425;2.983;1.230;3.177;72.223;
260180 BETANIA;2.467;1.447;4.218;545;29;341;2.913;11.960;
260190 BEZERROS;39.366;3.339;8.699;2.403;2.452;950;1.338;58.547;
260200 BODOCO;7.385;1.149;10.026;1.892;40;843;13.637;34.972;
260210 BOM CONSELHO;23.466;1.170;8.423;3.254;1.700;1.616;5.677;45.306;
260220 BOM JARDIM;4.541;3.794;21.438;2.791;2.720;1.750;749;37.783;
260230 BONITO;22.081;2.374;6.991;1.428;1.059;1.164;2.287;37.384;
260240 BREJAO;1.825;808;4.765;347;34;284;766;8.829;
260250 BREJINHO;3.182;86;2.285;115;8;597;1.024;7.297;
260260 BREJO DA MADRE DE DEUS;22.014;3.412;10.736;1.167;1.728;2.145;3.871;45.073;
260270 BUENOS AIRES;1.041;854;9.337;442;11;285;557;12.527;
260280 BUIQUE;13.789;2.116;15.314;4.158;213;1.980;14.250;51.820;
260290 CABO DE SANTO AGOSTINHO;57.244;36.456;68.845;11.341;4.801;1.921;3.629;184.237;
260300 CABROBO;17.504;2.020;1.300;2.835;173;724;6.186;30.742;
260310 CACHOEIRINHA;13.159;328;2.325;707;1.201;317;753;18.790;
260320 CAETES;5.756;700;8.696;1.428;15;7.111;2.812;26.518;
260330 CALCADO;3.628;981;4.787;500;90;588;489;11.063;
260340 CALUMBI;1.991;579;823;1.055;-;252;927;5.627;
260345 CAMARAGIBE;29.020;29.038;68.575;7.989;7.387;1.047;549;143.605;
260350 CAMOCIM DE SAO FELIX;11.229;1.746;3.524;87;40;85;308;17.019;
260360 CAMUTANGA;1.423;976;4.183;443;296;81;753;8.155;
260370 CANHOTINHO;10.122;2.627;6.278;657;843;772;2.219;23.518;
260380 CAPOEIRAS;5.498;645;3.871;4.900;41;1.497;3.016;19.468;
260390 CARNAIBA;6.679;1.100;6.165;601;65;486;3.459;18.555;
260392 CARNAUBEIRA DA PENHA;987;686;2.137;152;-;176;7.627;11.765;
260400 CARPINA;2.148;9.003;60.345;1.190;392;1.082;468;74.628;
260410 CARUARU;234.471;19.989;21.953;10.680;18.388;2.864;4.635;312.980;
260415 CASINHAS;1.449;126;7.749;2.258;107;1.027;1.041;13.757;
260420 CATENDE;21.342;1.451;6.132;1.606;2.468;816;3.340;37.155;
260430 CEDRO;5.739;68;3.031;558;31;243;1.095;10.765;
260440 CHA DE ALEGRIA;1.593;846;9.206;203;14;137;385;12.384;
260450 CHA GRANDE;8.915;190;8.221;1.314;112;407;956;20.115;
260460 CONDADO;540;401;22.565;59;2;140;295;24.002;
260470 CORRENTES;6.154;2.244;4.750;1.367;395;833;1.475;17.218;
260480 CORTES;6.354;479;3.190;367;1.244;128;565;12.327;
260490 CUMARU;2.639;872;9.414;1.317;166;1.710;1.022;17.140;
260500 CUPIRA;18.383;218;1.642;984;1.181;494;401;23.303;
260510 CUSTODIA;15.200;2.361;3.793;6.175;346;1.903;4.024;33.802;
260515 DORMENTES;3.506;8.446;300;700;-;306;3.624;16.882;
260520 ESCADA;19.047;4.389;27.086;4.138;5.087;1.093;2.541;63.381;
260530 EXU;1.515;3.801;14.398;2.512;293;1.502;7.540;31.561;
260540 FEIRA NOVA;3.055;1.285;14.777;355;181;362;529;20.544;
260545 FERNANDO DE NORONHA;1.591;153;356;-;-;-;12;2.112;
260550 FERREIROS;5.203;416;5.132;143;-;85;423;11.402;
260560 FLORES;5.400;1.635;7.990;828;126;805;5.312;22.096;
260570 FLORESTA;10.377;1.365;9.353;875;246;370;6.596;29.182;
260580 FREI MIGUELINHO;1.706;272;9.249;548;126;1.040;1.320;14.261;
260590 GAMELEIRA;9.749;5.334;5.884;1.381;1.810;1.625;2.006;27.789;
260600 GARANHUNS;56.021;10.979;54.533;2.014;243;2.092;2.797;128.679;
260610 GLORIA DO GOITA;9.395;522;13.152;2.594;211;1.584;1.520;28.978;
260620 GOIANA;16.748;8.487;44.353;2.018;610;784;2.466;75.466;
260630 GRANITO;1.847;179;3.741;78;18;321;612;6.796;
260640 GRAVATA;45.571;3.838;12.290;4.934;4.842;2.212;2.379;76.066;
260650 IATI;4.591;1.899;5.638;552;315;1.803;3.512;18.310;
260660 IBIMIRIM;7.957;1.060;10.594;747;409;2.004;4.069;26.840;
260670 IBIRAJUBA;2.765;670;2.702;582;197;105;482;7.503;
260680 IGARASSU;8.110;12.124;75.003;1.536;2.289;1.364;1.200;101.626;
260690 IGUARACY;3.689;585;4.698;371;8;208;2.204;11.763;
260700 INAJA;2.307;2.047;6.852;590;22;5.452;1.737;19.007;
260710 INGAZEIRA;1.902;10;1.344;187;9;128;881;4.461;
260720 IPOJUCA;26.194;14.446;29.817;3.163;867;873;4.919;80.279;
260730 IPUBI;4.241;1.596;14.617;789;9;402;6.334;27.988;
260740 ITACURUBA;3.478;109;235;24;6;174;338;4.364;
260750 ITAIBA;5.842;2.318;7.014;2.663;171;1.918;6.250;26.176;
260760 ILHA DE ITAMARACA;202;3.520;13.382;178;135;350;388;18.155;
260765 ITAMBE;2.584;3.898;25.962;1.410;212;307;970;35.343;
260770 ITAPETIM;6.958;175;3.126;1.168;82;257;2.072;13.838;
260775 ITAPISSUMA;3.009;2.703;15.733;640;151;209;379;22.824;
260780 ITAQUITINGA;1.458;36;13.265;113;47;93;659;15.671;
260790 JABOATAO DOS GUARARAPES;160.793;130.602;276.900;31.915;28.099;8.843;5.729;642.881;
260795 JAQUEIRA;2.247;1.544;4.572;579;965;226;1.314;11.447;
260800 JATAUBA;6.307;2.513;2.225;691;166;343;3.542;15.787;
260805 JATOBA;7.965;1.492;1.995;1.144;16;227;1.079;13.918;
260810 JOAO ALFREDO;3.735;1.584;11.980;11.182;87;937;1.203;30.708;
260820 JOAQUIM NABUCO;6.752;1.109;5.412;629;559;166;1.132;15.759;
260825 JUCATI;4.330;780;2.980;803;13;710;966;10.582;
260830 JUPI;5.979;921;5.289;305;19;449;710;13.672;
260840 JUREMA;8.247;690;2.976;740;36;307;1.480;14.476;
260845 LAGOA DO CARRO;372;1.195;13.394;370;166;175;298;15.970;
260850 LAGOA DE ITAENGA;2.364;626;16.125;995;4;258;256;20.628;
260860 LAGOA DO OURO;5.740;556;4.637;238;44;249;590;12.054;
260870 LAGOA DOS GATOS;5.967;1.050;3.697;1.489;659;489;2.239;15.590;
260875 LAGOA GRANDE;8.561;614;9.809;664;51;487;2.506;22.692;
260880 LAJEDO;21.249;2.049;10.860;631;318;600;762;36.469;
260890 LIMOEIRO;16.115;8.064;24.039;2.956;1.204;1.091;607;54.076;
260900 MACAPARANA;13.535;632;5.018;2.802;782;446;650;23.865;
260910 MACHADOS;178;3.049;8.771;1.008;17;355;194;13.572;
260915 MANARI;254;764;7.394;667;31;4.428;4.522;18.060;
260920 MARAIAL;1.681;968;3.999;413;1.654;575;2.597;11.887;
260930 MIRANDIBA;5.420;2.288;2.246;745;-;686;2.848;14.233;
260940 MORENO;21.908;7.667;17.836;2.234;4.099;1.007;1.795;56.546;
260950 NAZARE DA MATA;21.672;2.158;4.115;779;1.115;528;296;30.663;
260960 OLINDA;147.243;65.510;117.398;16.926;23.762;3.068;2.538;376.445;
260970 OROBO;3.761;864;15.388;1.310;27;932;528;22.810;
260980 OROCO;4.091;755;3.626;1.539;18;413;2.684;13.126;
260990 OURICURI;29.844;7.495;5.873;3.608;85;1.203;16.031;64.139;
261000 PALMARES;26.895;5.787;17.248;2.298;970;1.121;4.188;58.507;
261010 PALMEIRINA;3.528;635;1.647;462;748;398;748;8.166;
261020 PANELAS;10.371;3.673;4.870;1.154;526;1.514;3.458;25.566;
261030 PARANATAMA;390;114;6.968;1.055;6;1.448;976;10.957;
261040 PARNAMIRIM;6.659;171;3.217;1.690;88;679;7.642;20.146;
261050 PASSIRA;1.007;3.931;19.953;1.559;225;1.091;809;28.575;
261060 PAUDALHO;7.107;9.000;27.965;2.882;1.794;760;1.678;51.186;
261070 PAULISTA;135.505;46.815;95.196;10.640;8.019;2.253;1.284;299.712;
261080 PEDRA;8.113;517;6.879;1.316;65;799;3.150;20.839;
261090 PESQUEIRA;31.599;6.260;12.340;2.670;337;3.358;5.707;62.271;
261100 PETROLANDIA;21.047;1.504;7.255;390;33;421;1.697;32.347;
261110 PETROLINA;174.280;37.842;64.574;3.700;275;3.298;7.894;291.863;
261120 POCAO;4.331;573;3.585;653;36;763;1.269;11.210;
261130 POMBOS;11.572;4.257;1.781;2.527;1.446;965;1.387;23.935;
261140 PRIMAVERA;5.320;625;2.640;1.352;1.825;558;908;13.228;
261150 QUIPAPA;10.073;1.267;7.451;980;750;509;2.924;23.954;
261153 QUIXABA;1.511;373;2.689;49;26;444;1.646;6.738;
261160 RECIFE;808.540;244.339;347.868;40.281;64.780;10.647;6.863;1.523.318;
261170 RIACHO DAS ALMAS;7.605;1.843;4.631;1.501;219;1.887;1.429;19.115;
